LISTED_STOCKS,COMPANY,SECTOR,SUBSECTOR,YEAR,DATE,FS_YEAR,ASSETS,LIABILITIES,EQUITY,SALES,EBT,PROFIT_FOR_THE_PERIOD,PROFIT_ATTR_TO_OWNERS_ENTITY,EPS,BOOK_VALUE,PER,PBV,DER,ROA,ROE,NPM,Category
TPIA,Chandra Asri Petrochemical Tbk. [S],BASIC INDUSTRY AND CHEMICALS,CHEMICALS,Year 2018,Dec-18,Dec,46149000000000.0,20408000000000.0,25740000000000,36983000000000.0,3695000000000.0,2651000000000.0,2651000000000.0,148.7,1443.0,38.0,3.91,0.79,5.74,10.3,7.17,Overvalued
UNIC,Unggul Indah Cahaya Tbk. [S],BASIC INDUSTRY AND CHEMICALS,CHEMICALS,Year 2018,Dec-18,Dec,3438000000000.0,1019000000000.0,2419000000000,5095000000000.0,409000000000.0,251000000000.0,258000000000.0,672.1,6310.0,7.66,0.82,0.42,7.31,10.4,4.93,Not Overvalued
ALKA,Alakasa Industrindo Tbk. [S],BASIC INDUSTRY AND CHEMICALS,METAL AND ALLIED PRODUCTS,Year 2018,Dec-18,Dec,649000000000.0,548000000000.0,101000000000,3593000000000.0,23000000000.0,23000000000.0,23000000000.0,45.2,198.0,8.8,2.01,5.44,3.54,22.8,0.64,Not Overvalued
ALMI,Alumindo Light Metal Industry Tbk.,BASIC INDUSTRY AND CHEMICALS,METAL AND ALLIED PRODUCTS,Year 2018,Dec-18,Dec,2782000000000.0,2454000000000.0,327000000000,4423000000000.0,14000000000.0,6540000000.0,6540000000.0,10.6,531.0,71.0,1.42,7.5,0.24,2.0,0.15,Overvalued
BAJA,Saranacentral Bajatama Tbk.,BASIC INDUSTRY AND CHEMICALS,METAL AND ALLIED PRODUCTS,Year 2018,Dec-18,Dec,901000000000.0,825000000000.0,77000000000,1280000000000.0,-90000000000.0,-97000000000.0,-97000000000.0,-53.7,43.0,-1.9,2.4,10.8,-10.7,-126.4,-7.56,Not Overvalued
BTON,Betonjaya Manunggal Tbk. [S],BASIC INDUSTRY AND CHEMICALS,METAL AND ALLIED PRODUCTS,Year 2018,Sep-18,Dec,218000000000.0,35000000000.0,183000000000,83000000000.0,34000000000.0,28000000000.0,28000000000.0,51.5,254.0,4.97,1.01,0.19,17.0,20.3,44.9,Not Overvalued
CTBN,Citra Tubindo Tbk. [S],BASIC INDUSTRY AND CHEMICALS,METAL AND ALLIED PRODUCTS,Year 2018,Dec-18,Dec,2264000000000.0,828000000000.0,1436000000000,1245000000000.0,-107000000000.0,-84000000000.0,-84000000000.0,-105.1,1794.0,-41.0,2.4,0.58,-3.72,-5.87,-6.77,Not Overvalued
GDST,Gunawan Dianjaya Steel Tbk. [S],BASIC INDUSTRY AND CHEMICALS,METAL AND ALLIED PRODUCTS,Year 2018,Sep-18,Dec,1318000000000.0,534000000000.0,784000000000,988000000000.0,-76000000000.0,-59000000000.0,-59000000000.0,-8.54,85.0,-11.0,1.13,0.68,-5.99,-10.1,-7.99,Not Overvalued
INAI,Indal Aluminium Industry Tbk.,BASIC INDUSTRY AND CHEMICALS,METAL AND ALLIED PRODUCTS,Year 2018,Dec-18,Dec,1401000000000.0,1097000000000.0,304000000000,1130000000000.0,65000000000.0,40000000000.0,40000000000.0,63.9,480.0,6.86,0.91,3.61,2.89,13.3,3.58,Not Overvalued
ISSP,Steel Pipe Industry of Indonesia Tbk. [S],BASIC INDUSTRY AND CHEMICALS,METAL AND ALLIED PRODUCTS,Year 2018,Dec-18,Dec,6494000000000.0,3579000000000.0,2915000000000,4468000000000.0,60000000000.0,49000000000.0,49000000000.0,6.78,406.0,15.0,0.24,1.23,0.75,1.67,1.09,Not Overvalued
KRAS,Krakatau Steel (Persero) Tbk.,BASIC INDUSTRY AND CHEMICALS,METAL AND ALLIED PRODUCTS,Year 2018,Dec-18,Dec,62506000000000.0,36327000000000.0,26179000000000,25296000000000.0,-1138000000000.0,-1122000000000.0,-1088000000000.0,-56.2,1353.0,-8.22,0.34,1.39,-1.8,-4.29,-4.44,Not Overvalued
LION,Lion Metal Works Tbk. [S],BASIC INDUSTRY AND CHEMICALS,METAL AND ALLIED PRODUCTS,Year 2018,Dec-18,Dec,696000000000.0,221000000000.0,475000000000,424000000000.0,24000000000.0,15000000000.0,15000000000.0,28.2,914.0,22.0,0.67,0.47,2.11,3.09,3.46,Not Overvalued
LMSH,Lionmesh Prima Tbk. [S],BASIC INDUSTRY AND CHEMICALS,METAL AND ALLIED PRODUCTS,Year 2018,Dec-18,Dec,160000000000.0,27000000000.0,133000000000,240000000000.0,5020000000.0,2890000000.0,2890000000.0,30.1,1382.0,21.0,0.45,0.21,1.8,2.18,1.2,Not Overvalued
NIKL,Pelat Timah Nusantara Tbk. [S],BASIC INDUSTRY AND CHEMICALS,METAL AND ALLIED PRODUCTS,Year 2018,Dec-18,Dec,2149000000000.0,1523000000000.0,626000000000,2372000000000.0,-25000000000.0,-22000000000.0,-22000000000.0,-8.86,248.0,-323.0,11.5,2.43,-1.04,-3.57,-0.942,Not Overvalued
PICO,Pelangi Indah Canindo Tbk. [S],BASIC INDUSTRY AND CHEMICALS,METAL AND ALLIED PRODUCTS,Year 2018,Dec-18,Dec,853000000000.0,553000000000.0,300000000000,776000000000.0,18000000000.0,16000000000.0,16000000000.0,27.7,527.0,9.97,0.52,1.85,1.84,5.25,2.03,Not Overvalued
TBMS,Tembaga Mulia Semanan Tbk. [S],BASIC INDUSTRY AND CHEMICALS,METAL AND ALLIED PRODUCTS,Year 2018,Dec-18,Dec,2777000000000.0,2153000000000.0,624000000000,10721000000000.0,124000000000.0,93000000000.0,93000000000.0,252.5,1698.0,3.56,0.53,3.45,3.34,14.9,0.87,Not Overvalued
INCF,Indo Komoditi Korpora Tbk.,BASIC INDUSTRY AND CHEMICALS,OTHERS,Year 2018,Sep-18,Dec,522000000000.0,374000000000.0,148000000000,424000000000.0,6710000000.0,5460000000.0,5420000000.0,5.03,103.0,64.0,3.15,2.52,1.4,4.92,1.72,Overvalued
KMTR,Kirana Megatara Tbk.,BASIC INDUSTRY AND CHEMICALS,OTHERS,Year 2018,Dec-18,Dec,3548000000000.0,2090000000000.0,1458000000000,10162000000000.0,39000000000.0,1590000000.0,1590000000.0,0.19,177.0,1690.0,1.84,1.43,0.04,0.11,0.02,Overvalued
AKPI,Argha Karya Prima Industry Tbk. [S],BASIC INDUSTRY AND CHEMICALS,PLASTICS & PACKAGING,Year 2018,Dec-18,Dec,3070000000000.0,1837000000000.0,1234000000000,2387000000000.0,92000000000.0,64000000000.0,64000000000.0,94.5,1814.0,6.4,0.33,1.49,2.09,5.21,2.69,Not Overvalued
APLI,Asiaplast Industries Tbk. [S],BASIC INDUSTRY AND CHEMICALS,PLASTICS & PACKAGING,Year 2018,Dec-18,Dec,503000000000.0,299000000000.0,204000000000,438000000000.0,-20000000000.0,-23000000000.0,-23000000000.0,-17.2,150.0,-4.94,0.57,1.46,-4.67,-11.5,-5.36,Not Overvalued
BRNA,Berlina Tbk. [S],BASIC INDUSTRY AND CHEMICALS,PLASTICS & PACKAGING,Year 2018,Dec-18,Dec,2461000000000.0,1338000000000.0,1123000000000,1319000000000.0,-21000000000.0,-24000000000.0,-34000000000.0,-34.3,1147.0,-33.0,0.99,1.19,-0.961,-2.11,-1.79,Not Overvalued
FPNI,Lotte Chemical Titan Tbk. [S],BASIC INDUSTRY AND CHEMICALS,PLASTICS & PACKAGING,Year 2018,Dec-18,Dec,2848000000000.0,1357000000000.0,1491000000000,6309000000000.0,125000000000.0,95000000000.0,95000000000.0,17.0,268.0,8.94,0.57,0.91,3.32,6.35,1.5,Not Overvalued
IGAR,Champion Pacific Indonesia Tbk. [S],BASIC INDUSTRY AND CHEMICALS,PLASTICS & PACKAGING,Year 2018,Dec-18,Dec,570000000000.0,87000000000.0,483000000000,777000000000.0,62000000000.0,45000000000.0,34000000000.0,34.8,497.0,11.0,0.74,0.18,7.83,9.25,5.75,Not Overvalued
IMPC,Impack Pratama Industri Tbk. [S],BASIC INDUSTRY AND CHEMICALS,PLASTICS & PACKAGING,Year 2018,Dec-18,Dec,2370000000000.0,998000000000.0,1372000000000,1395000000000.0,117000000000.0,106000000000.0,86000000000.0,17.9,284.0,48.0,3.05,0.73,4.45,7.69,7.56,Overvalued
IPOL,Indopoly Swakarsa Industry Tbk. [S],BASIC INDUSTRY AND CHEMICALS,PLASTICS & PACKAGING,Year 2018,Dec-18,Dec,4248000000000.0,1897000000000.0,2351000000000,3077000000000.0,111000000000.0,74000000000.0,71000000000.0,11.0,365.0,8.76,0.26,0.81,1.74,3.14,2.4,Not Overvalued
PBID,Panca Budi Idaman Tbk. [S],BASIC INDUSTRY AND CHEMICALS,PLASTICS & PACKAGING,Year 2018,Dec-18,Dec,2296000000000.0,752000000000.0,1544000000000,4353000000000.0,385000000000.0,298000000000.0,295000000000.0,157.1,824.0,7.0,1.34,0.49,13.0,19.3,6.84,Not Overvalued
TALF,Tunas Alfin Tbk.,BASIC INDUSTRY AND CHEMICALS,PLASTICS & PACKAGING,Year 2018,Dec-18,Dec,985000000000.0,176000000000.0,808000000000,741000000000.0,61000000000.0,44000000000.0,44000000000.0,32.5,597.0,9.42,0.51,0.22,4.47,5.44,5.93,Not Overvalued
TRST,Trias Sentosa Tbk. [S],BASIC INDUSTRY AND CHEMICALS,PLASTICS & PACKAGING,Year 2018,Dec-18,Dec,4285000000000.0,2048000000000.0,2237000000000,2631000000000.0,36000000000.0,63000000000.0,64000000000.0,22.9,797.0,17.0,0.5,0.92,1.47,2.82,2.4,Not Overvalued
YPAS,Yanaprima Hastapersada Tbk.,BASIC INDUSTRY AND CHEMICALS,PLASTICS & PACKAGING,Year 2018,Dec-18,Dec,331000000000.0,213000000000.0,118000000000,413000000000.0,-9300000000.0,-9040000000.0,-9040000000.0,-13.5,177.0,-40.0,3.08,1.8,-2.73,-7.65,-2.19,Not Overvalued
ALDO,Alkindo Naratama Tbk. [S],BASIC INDUSTRY AND CHEMICALS,PULP & PAPER,Year 2018,Dec-18,Dec,526000000000.0,255000000000.0,272000000000,790000000000.0,57000000000.0,43000000000.0,24000000000.0,22.0,247.0,15.0,1.37,0.94,8.08,15.7,5.38,Not Overvalued
FASW,Fajar Surya Wisesa Tbk. [S],BASIC INDUSTRY AND CHEMICALS,PULP & PAPER,Year 2018,Dec-18,Dec,10965000000000.0,6677000000000.0,4288000000000,9938000000000.0,1988000000000.0,1405000000000.0,1405000000000.0,567.2,1731.0,15.0,4.77,1.56,12.8,32.8,14.1,Not Overvalued
INKP,Indah Kiat Pulp & Paper Tbk.,BASIC INDUSTRY AND CHEMICALS,PULP & PAPER,Year 2018,Dec-18,Dec,127257000000000.0,72412000000000.0,54846000000000,48504000000000.0,10699000000000.0,8554000000000.0,8553000000000.0,1563.3,10025.0,5.5,0.86,1.32,6.72,15.6,17.6,Not Overvalued
INRU,Toba Pulp Lestari Tbk.,BASIC INDUSTRY AND CHEMICALS,PULP & PAPER,Year 2018,Dec-18,Dec,5980000000000.0,3505000000000.0,2475000000000,1763000000000.0,66000000000.0,57000000000.0,57000000000.0,41.2,1782.0,20.0,0.46,1.42,0.96,2.31,3.25,Not Overvalued
KBRI,Kertas Basuki Rachmat Indonesia Tbk.,BASIC INDUSTRY AND CHEMICALS,PULP & PAPER,Year 2018,Dec-18,Dec,1059000000000.0,889000000000.0,170000000000,2870000000.0,-116000000000.0,-125000000000.0,-125000000000.0,-14.4,20.0,-3.48,2.56,5.24,-11.8,-73.5,-4345.8,Not Overvalued
KDSI,Kedawung Setia Industrial Tbk. [S],BASIC INDUSTRY AND CHEMICALS,PULP & PAPER,Year 2018,Dec-18,Dec,1391000000000.0,836000000000.0,555000000000,2328000000000.0,104000000000.0,77000000000.0,77000000000.0,189.5,1371.0,5.25,0.73,1.51,5.52,13.8,3.3,Not Overvalued
SPMA,Suparma Tbk. [S],BASIC INDUSTRY AND CHEMICALS,PULP & PAPER,Year 2018,Dec-18,Dec,2283000000000.0,1013000000000.0,1255000000000,2389000000000.0,110000000000.0,82000000000.0,82000000000.0,38.9,593.0,7.15,0.47,0.81,3.6,6.55,3.44,Not Overvalued
SWAT,Sriwahana Adityakarta Tbk. [S],BASIC INDUSTRY AND CHEMICALS,PULP & PAPER,Year 2018,Dec-18,Dec,551000000000.0,199000000000.0,351000000000,225000000000.0,4269999999.9999995,2460000000.0,2460000000.0,0.81,116.0,152.0,1.07,0.57,0.45,0.7,1.09,Overvalued
TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,BASIC INDUSTRY AND CHEMICALS,PULP & PAPER,Year 2018,Dec-18,Dec,43119000000000.0,25157000000000.0,17962000000000,15353000000000.0,3647000000000.0,3573000000000.0,3573000000000.0,1147.7,5770.0,9.61,1.91,1.4,8.29,19.9,23.3,Not Overvalued
TIRT,Tirta Mahakam Resources Tbk.,BASIC INDUSTRY AND CHEMICALS,WOOD INDUSTRIES,Year 2018,Dec-18,Dec,923000000000.0,836000000000.0,87000000000,1043000000000.0,-38000000000.0,-36000000000.0,-36000000000.0,-36.1,86.0,-2.08,0.87,9.55,-3.95,-41.7,-3.5,Not Overvalued
KINO,Kino Indonesia Tbk. [S],CONSUMER GOODS INDUSTRY,COSMETICS AND HOUSEHOLD,Year 2018,Dec-18,Dec,3592000000000.0,1405000000000.0,2187000000000,3612000000000.0,200000000000.0,150000000000.0,150000000000.0,105.1,1531.0,24.0,1.62,0.64,4.18,6.86,4.16,Not Overvalued
KPAS,Cottonindo Ariesta Tbk. [S],CONSUMER GOODS INDUSTRY,COSMETICS AND HOUSEHOLD,Year 2018,Dec-18,Dec,231000000000.0,94000000000.0,136000000000,73000000000.0,1440000000.0,800000000.0,800000000.0,1.04,178.0,169.0,0.99,0.69,0.35,0.59,1.09,Overvalued
MBTO,Martina Berto Tbk. [S],CONSUMER GOODS INDUSTRY,COSMETICS AND HOUSEHOLD,Year 2018,Dec-18,Dec,648000000000.0,348000000000.0,300000000000,503000000000.0,-155000000000.0,-114000000000.0,-114000000000.0,-106.7,281.0,-1.36,0.52,1.16,-17.6,-38.0,-22.7,Not Overvalued
MRAT,Mustika Ratu Tbk. [S],CONSUMER GOODS INDUSTRY,COSMETICS AND HOUSEHOLD,Year 2018,Sep-18,Dec,528000000000.0,159000000000.0,369000000000,239000000000.0,1590000000.0,790000000.0,790000000.0,2.46,863.0,68.0,0.19,0.43,0.2,0.28,0.44,Overvalued
TCID,Mandom Indonesia Tbk. [S],CONSUMER GOODS INDUSTRY,COSMETICS AND HOUSEHOLD,Year 2018,Dec-18,Dec,2445000000000.0,473000000000.0,1972000000000,2649000000000.0,235000000000.0,173000000000.0,173000000000.0,860.7,9810.0,19.0,1.67,0.24,7.08,8.77,6.53,Not Overvalued
UNVR,Unilever Indonesia Tbk. [S],CONSUMER GOODS INDUSTRY,COSMETICS AND HOUSEHOLD,Year 2018,Dec-18,Dec,19523000000000.0,11945000000000.0,7578000000000,41802000000000.0,12186000000000.0,9109000000000.0,9109000000000.0,1193.9,993.0,41.0,49.6,1.58,46.7,120.2,21.8,Not Overvalued
ADES,Akasha Wira International Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,881000000000.0,399000000000.0,482000000000,804000000000.0,70000000000.0,53000000000.0,53000000000.0,89.8,817.0,12.0,1.33,0.83,6.01,11.0,6.58,Not Overvalued
AISA,Tiga Pilar Sejahtera Food Tbk.,CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-17,Dec,8725000000000.0,5320000000000.0,3405000000000,4921000000000.0,-967000000000.0,-847000000000.0,-552000000000.0,-171.5,1058.0,-0.98,0.16,1.56,-9.71,-24.9,-17.2,Not Overvalued
ALTO,Tri Banyan Tirta Tbk.,CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Sep-18,Dec,1090000000000.0,707000000000.0,382000000000,209000000000.0,-37000000000.0,-37000000000.0,-37000000000.0,-22.5,174.0,-18.0,2.27,1.85,-4.55,-13.0,-23.7,Not Overvalued
BTEK,Bumi Teknokultura Unggul Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,5165000000000.0,2905000000000.0,2261000000000,890000000000.0,78000000000.0,76000000000.0,76000000000.0,1.64,49.0,85.0,2.85,1.28,1.47,3.36,8.54,Overvalued
BUDI,Budi Starch & Sweetener Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,3393000000000.0,2166000000000.0,1226000000000,2647000000000.0,72000000000.0,50000000000.0,48000000000.0,10.7,273.0,9.27,0.36,1.77,1.49,4.11,1.91,Not Overvalued
CAMP,Campina Ice Cream Industry Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,1004000000000.0,119000000000.0,885000000000,961000000000.0,84000000000.0,62000000000.0,62000000000.0,10.5,150.0,60.0,4.22,0.13,6.17,7.0,6.45,Not Overvalued
CEKA,Wilmar Cahaya Indonesia Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,1169000000000.0,192000000000.0,977000000000,3629000000000.0,123000000000.0,93000000000.0,93000000000.0,155.7,1641.0,6.78,0.64,0.2,7.93,9.49,2.55,Not Overvalued
CLEO,Sariguna Primatirta Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,834000000000.0,198000000000.0,635000000000,831000000000.0,82000000000.0,63000000000.0,63000000000.0,5.27,53.0,52.0,5.21,0.31,7.59,9.95,7.61,Not Overvalued
COCO,Wahana Interfood Nusantara Tbk.,CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,163000000000.0,113000000000.0,50000000000,158000000000.0,4200000000.0,3090000000.0,3090000000.0,6.08,99.0,135.0,8.3,2.24,1.9,6.16,1.96,Overvalued
DLTA,Delta Djakarta Tbk.,CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,1524000000000.0,239000000000.0,1284000000000,893000000000.0,441000000000.0,338000000000.0,338000000000.0,422.2,1604.0,17.0,4.47,0.19,22.2,26.3,37.9,Not Overvalued
FOOD,Sentra Food Indonesia Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,127000000000.0,72000000000.0,55000000000,122000000000.0,2870000000.0,1490000000.0,1120000000.0,1.72,85.0,117.0,2.39,1.3,1.17,2.7,1.22,Overvalued
GOOD,Garudafood Putra Putri Jaya Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,4212000000000.0,1723000000000.0,2489000000000,8049000000000.0,583000000000.0,425000000000.0,405000000000.0,54.9,337.0,33.0,5.31,0.69,10.1,17.1,5.29,Not Overvalued
HOKI,Buyung Poetra Sembada Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,759000000000.0,196000000000.0,563000000000,1431000000000.0,121000000000.0,90000000000.0,90000000000.0,38.0,237.0,15.0,2.45,0.35,11.9,16.0,6.3,Not Overvalued
ICBP,Indofood CBP Sukses Makmur Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,34367000000000.0,11660000000000.0,22707000000000,38413000000000.0,6447000000000.0,4659000000000.0,4576000000000.0,392.4,1947.0,24.0,4.79,0.51,13.6,20.5,12.1,Not Overvalued
IIKP,Inti Agri Resources Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,298000000000.0,24000000000.0,274000000000,18000000000.0,-17000000000.0,-15000000000.0,-15000000000.0,-0.448,8.16,-406.0,22.3,0.09,-5.06,-5.49,-84.7,Not Overvalued
INDF,Indofood Sukses Makmur Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,96538000000000.0,46621000000000.0,49917000000000,73395000000000.0,7447000000000.0,4962000000000.0,4166000000000.0,474.5,5685.0,13.0,1.12,0.93,5.14,9.94,6.76,Not Overvalued
MGNA,Magna Investama Mandiri Tbk.,CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,204000000000.0,188000000000.0,17000000000,257000000000.0,-37000000000.0,-37000000000.0,-35000000000.0,-34.6,17.0,-1.44,3.03,11.4,-18.0,-222.8,-14.3,Not Overvalued
MLBI,Multi Bintang Indonesia Tbk.,CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,2890000000000.0,1722000000000.0,1168000000000,3650000000000.0,1672000000000.0,1225000000000.0,1225000000000.0,581.2,554.0,32.0,33.9,1.47,42.4,104.9,33.6,Not Overvalued
MYOR,Mayora Indah Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,17592000000000.0,9049000000000.0,8543000000000,24061000000000.0,2382000000000.0,1760000000000.0,1100000000000.0,49.2,382.0,52.0,6.7,1.06,10.0,20.6,7.32,Not Overvalued
PANI,Pratama Abadi Nusa Industri Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,150000000000.0,110000000000.0,40000000000,295000000000.0,2049999999.9999998,1180000000.0,1160000000.0,2.84,97.0,42.0,1.22,2.75,0.79,2.95,0.4,Not Overvalued
PCAR,Prima Cakrawala Abadi Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,117000000000.0,29000000000.0,88000000000,177000000000.0,-7490000000.0,-8390000000.000001,-8390000000.000001,-7.19,76.0,-630.0,59.8,0.33,-7.14,-9.48,-4.75,Not Overvalued
PSDN,Prasidha Aneka Niaga Tbk.,CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Sep-18,Dec,742000000000.0,474000000000.0,268000000000,1028000000000.0,-5570000000.0,-23000000000.0,-23000000000.0,-20.9,186.0,-11.0,1.23,1.77,-4.06,-11.2,-2.93,Not Overvalued
ROTI,Nippon Indosari Corpindo Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,4394000000000.0,1477000000000.0,2917000000000,2767000000000.0,187000000000.0,127000000000.0,173000000000.0,27.9,471.0,47.0,2.79,0.51,2.89,4.36,4.6,Not Overvalued
SKBM,Sekar Bumi Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,1771000000000.0,731000000000.0,1041000000000,1954000000000.0,21000000000.0,16000000000.0,14000000000.0,8.01,603.0,62.0,0.83,0.7,0.9,1.53,0.82,Overvalued
SKLT,Sekar Laut Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,747000000000.0,408000000000.0,339000000000,1045000000000.0,40000000000.0,32000000000.0,32000000000.0,46.5,491.0,32.0,3.05,1.2,4.28,9.42,3.06,Not Overvalued
STTP,Siantar Top Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,2342000000000.0,958000000000.0,1385000000000,2825000000000.0,289000000000.0,216000000000.0,216000000000.0,165.2,1057.0,20.0,3.12,0.69,9.22,15.6,7.65,Not Overvalued
ULTJ,Ultra Jaya Milk Industry & Trading Company Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2018,Dec-18,Dec,5556000000000.0,781000000000.0,4775000000000,5473000000000.0,949000000000.0,702000000000.0,702000000000.0,60.7,413.0,20.0,3.0,0.16,12.6,14.7,12.8,Not Overvalued
CINT,Chitose Internasional Tbk. [S],CONSUMER GOODS INDUSTRY,HOUSEWARE,Year 2018,Dec-18,Dec,491000000000.0,103000000000.0,389000000000,370000000000.0,22000000000.0,14000000000.0,13000000000.0,12.8,389.0,23.0,0.76,0.26,2.76,3.49,3.66,Not Overvalued
KICI,Kedaung Indah Can Tbk. [S],CONSUMER GOODS INDUSTRY,HOUSEWARE,Year 2018,Dec-18,Dec,154000000000.0,59000000000.0,95000000000,87000000000.0,-1110000000.0,-874000000.0,-874000000.0,-3.17,343.0,-95.0,0.87,0.63,-0.567,-0.923,-1.01,Not Overvalued
LMPI,Langgeng Makmur Industri Tbk. [S],CONSUMER GOODS INDUSTRY,HOUSEWARE,Year 2018,Dec-18,Dec,787000000000.0,456000000000.0,330000000000,456000000000.0,-59000000000.0,-46000000000.0,-33000000000.0,-32.3,328.0,-4.79,0.47,1.38,-5.9,-14.0,-10.2,Not Overvalued
WOOD,Integra Indocabinet Tbk. [S],CONSUMER GOODS INDUSTRY,HOUSEWARE,Year 2018,Dec-18,Dec,4588000000000.0,2138000000000.0,2450000000000,2101000000000.0,325000000000.0,242000000000.0,239000000000.0,37.9,389.0,23.0,2.27,0.87,5.27,9.88,11.5,Not Overvalued
HRTA,Hartadinata Abadi Tbk. [S],CONSUMER GOODS INDUSTRY,OTHERS,Year 2018,Dec-18,Dec,1537000000000.0,444000000000.0,1093000000000,2746000000000.0,166000000000.0,123000000000.0,123000000000.0,26.8,237.0,9.48,1.07,0.41,8.03,11.3,4.49,Not Overvalued
DVLA,Darya-Varia Laboratoria Tbk. [S],CONSUMER GOODS INDUSTRY,PHARMACEUTICALS,Year 2018,Dec-18,Dec,1683000000000.0,483000000000.0,1200000000000,1700000000000.0,273000000000.0,201000000000.0,201000000000.0,179.2,1072.0,11.0,1.88,0.4,11.9,16.7,11.8,Not Overvalued
INAF,Indofarma (Persero) Tbk. [S],CONSUMER GOODS INDUSTRY,PHARMACEUTICALS,Year 2018,Dec-18,Dec,1442000000000.0,946000000000.0,497000000000,1593000000000.0,-25000000000.0,-33000000000.0,-33000000000.0,-10.6,160.0,-426.0,28.1,1.9,-2.27,-6.59,-2.06,Not Overvalued
KAEF,Kimia Farma Tbk. [S],CONSUMER GOODS INDUSTRY,PHARMACEUTICALS,Year 2018,Dec-18,Dec,9460000000000.0,6104000000000.0,3356000000000,7454000000000.0,578000000000.0,402000000000.0,416000000000.0,74.9,604.0,48.0,5.89,1.82,4.25,12.0,5.39,Not Overvalued
MERK,Merck Tbk. [S],CONSUMER GOODS INDUSTRY,PHARMACEUTICALS,Year 2018,Dec-18,Dec,1263000000000.0,745000000000.0,518000000000,612000000000.0,50000000000.0,1163000000000.0,1163000000000.0,2596.7,1157.0,1.54,3.45,1.44,92.1,224.5,190.1,Not Overvalued
PEHA,Phapros Tbk. [S],CONSUMER GOODS INDUSTRY,PHARMACEUTICALS,Year 2018,Dec-18,Dec,1869000000000.0,1079000000000.0,790000000000,1023000000000.0,178000000000.0,133000000000.0,132000000000.0,157.5,940.0,15.0,2.48,1.37,7.13,16.9,13.0,Not Overvalued
PYFA,Pyridam Farma Tbk. [S],CONSUMER GOODS INDUSTRY,PHARMACEUTICALS,Year 2018,Dec-18,Dec,187000000000.0,68000000000.0,119000000000,250000000000.0,11000000000.0,8449999999.999999,8449999999.999999,15.8,222.0,12.0,0.83,0.57,4.52,7.1,3.37,Not Overvalued
SCPI,Merck Sharp Dohme Pharma Tbk.,CONSUMER GOODS INDUSTRY,PHARMACEUTICALS,Year 2018,Sep-18,Dec,1877000000000.0,1427000000000.0,450000000000,1621000000000.0,124000000000.0,93000000000.0,93000000000.0,34519.9,125098.0,0.84,0.23,3.17,6.62,27.6,7.67,Not Overvalued
